video_name,ground_truth,model_name,template_type,predicted_category,response,num_segment
Vandalism015_x264.mp4,Vandalism,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_251_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Explosion011_x264.mp4,Explosion,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_937_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
RoadAccidents128_x264.mp4,RoadAccidents,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Shooting018_x264.mp4,Shooting,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_875_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_885_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_634_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Abuse028_x264.mp4,Abuse,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_453_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_899_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_597_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Explosion013_x264.mp4,Explosion,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_352_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Explosion016_x264.mp4,Explosion,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Shooting007_x264.mp4,Shooting,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_150_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_452_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Arrest024_x264.mp4,Arrest,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Explosion036_x264.mp4,Explosion,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Shooting013_x264.mp4,Shooting,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_051_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Vandalism028_x264.mp4,Vandalism,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_010_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Burglary005_x264.mp4,Burglary,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_933_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_217_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
RoadAccidents121_x264.mp4,RoadAccidents,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_248_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Arrest001_x264.mp4,Arrest,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
RoadAccidents125_x264.mp4,RoadAccidents,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Stealing079_x264.mp4,Stealing,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Shooting021_x264.mp4,Shooting,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_904_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_923_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_247_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Shooting037_x264.mp4,Shooting,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_891_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_224_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_048_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_056_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Arson041_x264.mp4,Arson,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_717_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_603_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_880_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_576_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_906_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_041_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
RoadAccidents016_x264.mp4,RoadAccidents,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Abuse030_x264.mp4,Abuse,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Shoplifting037_x264.mp4,Shoplifting,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
RoadAccidents133_x264.mp4,RoadAccidents,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_129_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Stealing019_x264.mp4,Stealing,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Explosion033_x264.mp4,Explosion,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
RoadAccidents131_x264.mp4,RoadAccidents,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_417_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_908_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_881_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_027_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_059_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_070_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_894_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Explosion002_x264.mp4,Explosion,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_911_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Burglary032_x264.mp4,Burglary,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Fighting003_x264.mp4,Fighting,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Arrest030_x264.mp4,Arrest,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_940_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_196_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Stealing058_x264.mp4,Stealing,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_938_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_831_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Arson022_x264.mp4,Arson,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_935_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_884_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_210_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Burglary017_x264.mp4,Burglary,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_018_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_932_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Shooting026_x264.mp4,Shooting,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Assault011_x264.mp4,Assault,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_871_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_781_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Burglary079_x264.mp4,Burglary,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Shoplifting004_x264.mp4,Shoplifting,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
RoadAccidents012_x264.mp4,RoadAccidents,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Normal_Videos_100_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Shooting010_x264.mp4,Shooting,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
Shooting032_x264.mp4,Shooting,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,abnormal,"{""category"": ""abnormal""}",8
Normal_Videos_877_x264.mp4,Normal,backseollgi/InternVL2-2B_lora_HIVAU_UCF-crime,binary,normal,"{""category"": ""normal""}",8
